bld_vol,sbp,dbp,heart_rate_viv,resp_rate_viv,eda,tmp_core,hrt_var_ecg,spo2
-0.8951612903225806,0.4513552916924183,-0.3695641710494442,0.6551724137931034,-1.0,-3.0794375051171383,-4.803049555273179,-3.7777562404006617,-0.3695652173913043
-0.9435483870967742,0.4513518643511979,-0.3695615480450342,0.6551724137931034,-1.0,-2.318057631898615,-4.791480230793181,-3.777754703383669,-0.3695652173913043
-0.9435483870967742,0.4513484370099775,-0.3695589250406242,0.5525291828793774,-1.0,-3.0556828995775644,-4.779910906313182,-3.777753166366676,-0.3695652173913043
-0.9435483870967742,0.4513450096687572,-0.3695563020362142,0.4071908829724474,-1.0,-2.606644889908587,-4.768341581833184,-3.7777516293496833,-0.3695652173913043
-0.9435483870967742,0.4513373480760898,-0.3695504371288847,0.3730616626094957,-1.0,-3.3434130350242315,-4.756772257353186,-3.7777500923326905,-0.38173381347125207
-0.9435483870967742,0.45132909117282294,-0.36954411642926355,0.33893244224654395,-1.0,-1.0078536430507516,-4.7452029328731875,-3.7777485553156978,-0.4880368320564564
-0.9435483870967742,0.45132083426955605,-0.3695377957296424,0.3048032218835922,-1.0,-0.9525612483956106,-4.7336336083931885,-3.777747018298705,-0.5943398506416607
-0.9435483870967742,0.45130894914811076,-0.3695286956601153,0.27067400152064053,-1.0,-3.0457059824692543,-4.72206428391319,-3.777745481281712,-0.7006428692268651
-0.9435483870967742,0.4512958769138052,-0.3695186862114946,0.23654478115768862,-1.0,-0.598359845184246,-4.710494959433192,-3.7777439442647194,-0.782608695652174
-0.9435483870967742,0.45128280467949966,-0.36950867676287386,0.20241556079473688,-1.0,-0.9878749883678688,-4.698925634953194,-3.7777424072477266,-0.782608695652174
-0.9435483870967742,0.45126670675193764,-0.3694963482718721,0.1682863404317852,-1.0,-1.7875936810964594,-4.687356310473195,-3.777740870230734,-0.782608695652174
-0.9435483870967742,0.4512488334175888,-0.369482659020465,0.1341571200688335,-1.0,-1.0151496849648944,-4.675786985993197,-3.777739333213741,-0.782608695652174
-0.9435483870967742,0.45123096008324,-0.36946896976905796,0.10002789970588179,-1.0,-1.7902435843473823,-4.664217661513199,-3.7777377961967478,-0.782608695652174
-0.9435483870967742,0.4512106600722231,-0.3694534195973035,0.06589867934292992,-1.0,-3.0795207563862896,-4.6526483370332,-3.777736259179755,-0.782608695652174
-0.9435483870967742,0.45118799986883046,-0.36943605948932073,0.03176945897997815,-1.0,-3.353480819242243,-4.6410790125532015,-3.777734722162762,-0.782608695652174
-0.9435483870967742,0.4511653396654378,-0.36941869938133803,-0.0023597613829735714,-1.0,-3.2967850996602386,-4.629509688073203,-3.7777331851457694,-0.782608695652174
-0.9435483870967742,0.45114084829363205,-0.3693999342695524,-0.02417051618715375,-1.0,-3.0974412387425256,-4.617940363593205,-3.7777316481287766,-0.782608695652174
-0.9435483870967742,0.4511134154522034,-0.36937891225120556,-0.0344827586206896,-1.0,-2.6800980601133437,-4.606371039113206,-3.777730111111784,-0.782608695652174
-0.9435483870967742,0.45108598261077476,-0.3693578902328587,-0.0344827586206896,-1.0,-3.2635911324864812,-4.594801714633208,-3.777728574094791,-0.782608695652174
-0.9435483870967742,0.45105731060084814,-0.369335916921764,-0.0344827586206896,-1.0,-3.0860453863069104,-4.58323239015321,-3.7777270370777982,-0.782608695652174
-0.9435483870967742,0.45102511935238715,-0.36931124193926546,-0.0344827586206896,-1.0,-3.350949000153771,-4.571663065673212,-3.7777255000608054,-0.785810957778476
-0.9435483870967742,0.4509929281039262,-0.36928656695676687,-0.0344827586206896,-1.0,-3.113582206052116,-4.560093741193213,-3.7777239630438126,-0.7914058534934867
-0.9435483870967742,0.45096008617854294,-0.3692613921870854,-0.0344827586206896,-1.0,-3.0871474925928006,-4.548524416713215,-3.77772242602682,-0.7970007492084975
-0.9435483870967742,0.4509231507540409,-0.36923307318664583,-0.0344827586206896,-1.0,-3.087219630240907,-4.5369550922332165,-3.777720889009827,-0.8025956449235082
-0.9435483870967742,0.4508862153295388,-0.36920475418620624,-0.0344827586206896,-1.0,-3.087219433514374,-4.525385767753217,-3.7777193519928343,-0.8274041133963312
-0.9435483870967742,0.4508492142113558,-0.3691763846986593,-0.0344827586206896,-1.0,-3.08721943405028,-4.513816443273219,-3.7777178149758415,-0.8609734876863958
-0.9435483870967742,0.4508075488418246,-0.3691444306264911,-0.0344827586206896,-1.0,-3.0872194340488215,-4.502247118793221,-3.7777172954208016,-0.8945428619764603
-0.9435483870967742,0.45076588347229335,-0.3691124765543229,-0.0344827586206896,-1.0,-3.0872194340488264,-4.490677794313223,-3.7777172954208016,-0.9281122362665248
-0.9435483870967742,0.45072421810276214,-0.36908052248215467,-0.0344827586206896,-1.0,-3.0872194340488264,-4.479108469833224,-3.7777172954208016,-0.9571984435797665
-0.9435483870967742,0.45067835280041957,-0.3690453388919478,-0.0344827586206896,-1.0,-3.0872194340488264,-4.467539145353226,-3.7777172954208016,-0.9851729221548202
-0.9435483870967742,0.4506319717168546,-0.36900975869426245,-0.0344827586206896,-1.0,-3.0872194340488264,-4.455969820873228,-3.7777172954208016,-1.013147400729874
-0.9435483870967742,0.4505855906332896,-0.36897417849657715,-0.0344827586206896,-1.0,-3.0872194340488264,-4.4444004963932295,-3.7777172954208016,-1.0411218793049277
-0.9435483870967742,0.4505356018144827,-0.36893582261616087,-0.0344827586206896,-1.0,-3.0872194340488264,-4.4328311719132305,-3.7777172954208016,-1.079343596684148
-0.9435483870967742,0.45048451924788757,-0.36889662523917,-0.0344827586206896,-1.0,-3.0872194340488264,-4.421261847433232,-3.7777172954208016,-1.1185078666892232
-0.9435483870967742,0.4504334366812925,-0.3688574278621791,-0.0344827586206896,-1.0,-3.0872194340488264,-4.409692522953234,-3.7777172954208016,-1.1576721366942986
-0.9435483870967742,0.45037933506868455,-0.3688159064322753,-0.0344827586206896,-1.0,-3.0872194340488264,-4.398123198473236,-3.7777172954208016,-1.1975131111487058
-0.9435483870967742,0.45032356525005884,-0.36877310082219045,-0.0344827586206896,-1.0,-3.087219434048827,-4.386553873993237,-3.7777172954208016,-1.2590569640138238
-0.9435483870967742,0.4502677954314331,-0.3687302952121056,-0.0344827586206896,-1.0,-3.0872194340488908,-4.374984549513239,-3.7777172954208016,-1.3206008168789418
-0.9435483870967742,0.4502095917476913,-0.3686856149734361,-0.0344827586206896,-1.0,-3.087219434023877,-4.363415225033241,-3.7777172954208016,-1.3821446697440605
